CHROM,START,STOP,REGION,gene,RELATIVEPOS,LENGTH,ID
5,92924,93024,downstream,AT5G01225,47,100,1491
5,93001,93101,gene body,AT5G01230,37,100,1529
5,93024,93124,downstream,AT5G01225,48,100,1492
5,93101,93201,gene body,AT5G01230,37,100,1530
5,93124,93224,downstream,AT5G01225,49,100,1493
5,93201,93301,gene body,AT5G01230,36,100,1531
5,93224,93324,downstream,AT5G01225,50,100,1494
5,93301,93401,gene body,AT5G01230,36,100,1532
5,93324,93424,downstream,AT5G01225,51,100,1495
5,93401,93501,gene body,AT5G01230,35,100,1533
5,93424,93524,downstream,AT5G01225,52,100,1496
5,93501,93601,gene body,AT5G01230,34,100,1534
5,93524,93624,downstream,AT5G01225,53,100,1497
5,93601,93701,gene body,AT5G01230,34,100,1535
5,93624,93724,downstream,AT5G01225,54,100,1498
5,93701,93801,gene body,AT5G01230,33,100,1536
5,93724,93824,downstream,AT5G01225,55,100,1499
5,93801,93901,gene body,AT5G01230,32,100,1537
5,93824,93924,downstream,AT5G01225,56,100,1500
5,93901,94001,gene body,AT5G01230,32,100,1538
5,93924,94024,downstream,AT5G01225,57,100,1501
5,94001,94101,gene body,AT5G01230,31,100,1539
5,94024,94124,downstream,AT5G01225,58,100,1502
5,94101,94201,gene body,AT5G01230,30,100,1540
5,94124,94224,downstream,AT5G01225,59,100,1503
5,94201,94301,gene body,AT5G01230,30,100,1541
5,94224,94324,downstream,AT5G01225,60,100,1504
5,94301,94401,gene body,AT5G01230,29,100,1542
5,94401,94501,gene body,AT5G01230,29,100,1543
5,94501,94601,gene body,AT5G01230,28,100,1544
5,94601,94701,gene body,AT5G01230,27,100,1545
5,94701,94801,gene body,AT5G01230,27,100,1546
5,94801,94901,gene body,AT5G01230,26,100,1547
5,94901,95001,gene body,AT5G01230,25,100,1548
5,95001,95101,gene body,AT5G01230,25,100,1549
5,95101,95201,gene body,AT5G01230,24,100,1550
5,95201,95301,gene body,AT5G01230,24,100,1551
5,95301,95401,gene body,AT5G01230,23,100,1552
5,95401,95501,gene body,AT5G01230,22,100,1553
5,95501,95601,gene body,AT5G01230,22,100,1554
5,95601,95701,gene body,AT5G01230,21,100,1555
5,95701,95801,upstream,AT5G01230,20,100,1556
5,95801,95901,upstream,AT5G01230,19,100,1557
5,95894,95994,upstream,AT5G01240,1,100,1576
5,95901,96001,upstream,AT5G01230,18,100,1558
5,95994,96094,upstream,AT5G01240,2,100,1577
5,96001,96101,upstream,AT5G01230,17,100,1559
5,96094,96194,upstream,AT5G01240,3,100,1578
5,96101,96201,upstream,AT5G01230,16,100,1560
5,96194,96294,upstream,AT5G01240,4,100,1579
5,96201,96301,upstream,AT5G01230,15,100,1561
5,96294,96394,upstream,AT5G01240,5,100,1580
5,96301,96401,upstream,AT5G01230,14,100,1562
5,96394,96494,upstream,AT5G01240,6,100,1581
5,96401,96501,upstream,AT5G01230,13,100,1563
5,96494,96594,upstream,AT5G01240,7,100,1582
5,96501,96601,upstream,AT5G01230,12,100,1564
5,96594,96694,upstream,AT5G01240,8,100,1583
5,96601,96701,upstream,AT5G01230,11,100,1565
5,96694,96794,upstream,AT5G01240,9,100,1584
5,96701,96801,upstream,AT5G01230,10,100,1566
5,96794,96894,upstream,AT5G01240,10,100,1585
5,96801,96901,upstream,AT5G01230,9,100,1567
5,96894,96994,upstream,AT5G01240,11,100,1586
5,96901,97001,upstream,AT5G01230,8,100,1568
5,96994,97094,upstream,AT5G01240,12,100,1587
5,97001,97101,upstream,AT5G01230,7,100,1569
5,97094,97194,upstream,AT5G01240,13,100,1588
5,97101,97201,upstream,AT5G01230,6,100,1570
5,97194,97294,upstream,AT5G01240,14,100,1589
5,97201,97301,upstream,AT5G01230,5,100,1571
5,97294,97394,upstream,AT5G01240,15,100,1590
5,97301,97401,upstream,AT5G01230,4,100,1572
5,97394,97494,upstream,AT5G01240,16,100,1591
5,97401,97501,upstream,AT5G01230,3,100,1573
5,97494,97594,upstream,AT5G01240,17,100,1592
5,97501,97601,upstream,AT5G01230,2,100,1574
5,97594,97694,upstream,AT5G01240,18,100,1593
5,97601,97701,upstream,AT5G01230,1,100,1575
5,97694,97794,upstream,AT5G01240,19,100,1594
5,97794,97894,upstream,AT5G01240,20,100,1595
5,97894,97994,gene body,AT5G01240,21,100,1596
5,97994,98094,gene body,AT5G01240,22,100,1597
5,98094,98194,gene body,AT5G01240,22,100,1598
5,98194,98294,gene body,AT5G01240,22,100,1599
5,98294,98394,gene body,AT5G01240,23,100,1600
5,98394,98494,gene body,AT5G01240,24,100,1601
5,98494,98594,gene body,AT5G01240,24,100,1602
5,98594,98694,gene body,AT5G01240,24,100,1603
5,98694,98794,gene body,AT5G01240,25,100,1604
5,98794,98894,gene body,AT5G01240,26,100,1605
5,98894,98994,gene body,AT5G01240,26,100,1606
5,98994,99094,gene body,AT5G01240,26,100,1607
5,99094,99194,gene body,AT5G01240,27,100,1608
5,99194,99294,gene body,AT5G01240,28,100,1609
5,99294,99394,gene body,AT5G01240,28,100,1610
5,99394,99494,gene body,AT5G01240,28,100,1611
5,99494,99594,gene body,AT5G01240,29,100,1612
5,99594,99694,gene body,AT5G01240,30,100,1613
5,99694,99794,gene body,AT5G01240,30,100,1614
5,99794,99894,gene body,AT5G01240,30,100,1615
5,99894,99994,gene body,AT5G01240,31,100,1616
5,99994,100094,gene body,AT5G01240,32,100,1617
5,100094,100194,gene body,AT5G01240,32,100,1618
5,100194,100294,gene body,AT5G01240,32,100,1619
5,100293,100393,downstream,AT5G01250,60,100,1655
5,100294,100394,gene body,AT5G01240,33,100,1620
5,100393,100493,downstream,AT5G01250,59,100,1656
5,100394,100494,gene body,AT5G01240,34,100,1621
5,100493,100593,downstream,AT5G01250,58,100,1657
5,100494,100594,gene body,AT5G01240,34,100,1622
5,100593,100693,downstream,AT5G01250,57,100,1658
5,100594,100694,gene body,AT5G01240,34,100,1623
5,100693,100793,downstream,AT5G01250,56,100,1659
5,100694,100794,gene body,AT5G01240,35,100,1624
5,100793,100893,downstream,AT5G01250,55,100,1660
5,100794,100894,gene body,AT5G01240,36,100,1625
5,100893,100993,downstream,AT5G01250,54,100,1661
5,100894,100994,gene body,AT5G01240,36,100,1626
5,100993,101093,downstream,AT5G01250,53,100,1662
5,100994,101094,gene body,AT5G01240,36,100,1627
5,101093,101193,downstream,AT5G01250,52,100,1663
5,101094,101194,gene body,AT5G01240,37,100,1628
5,101193,101293,downstream,AT5G01250,51,100,1664
5,101194,101294,gene body,AT5G01240,38,100,1629
5,101293,101393,downstream,AT5G01250,50,100,1665
5,101294,101394,gene body,AT5G01240,38,100,1630
5,101393,101493,downstream,AT5G01250,49,100,1666
5,101394,101494,gene body,AT5G01240,38,100,1631
5,101493,101593,downstream,AT5G01250,48,100,1667
5,101494,101594,gene body,AT5G01240,39,100,1632
5,101593,101693,downstream,AT5G01250,47,100,1668
5,101594,101694,gene body,AT5G01240,40,100,1633
5,101693,101793,downstream,AT5G01250,46,100,1669
5,101694,101794,gene body,AT5G01240,40,100,1634
5,101793,101893,downstream,AT5G01250,45,100,1670
5,101835,101935,downstream,AT5G01240,41,100,1635
5,101893,101993,downstream,AT5G01250,44,100,1671
5,101935,102035,downstream,AT5G01240,42,100,1636
5,101993,102093,downstream,AT5G01250,43,100,1672
5,102035,102135,downstream,AT5G01240,43,100,1637
5,102093,102193,downstream,AT5G01250,42,100,1673
5,102135,102235,downstream,AT5G01240,44,100,1638
5,102193,102293,downstream,AT5G01250,41,100,1674
5,102235,102335,downstream,AT5G01240,45,100,1639
5,102293,102393,gene body,AT5G01250,40,100,1675
5,102335,102435,downstream,AT5G01240,46,100,1640
5,102393,102493,gene body,AT5G01250,39,100,1676
5,102435,102535,downstream,AT5G01240,47,100,1641
5,102493,102593,gene body,AT5G01250,37,100,1677
5,102535,102635,downstream,AT5G01240,48,100,1642
5,102593,102693,gene body,AT5G01250,36,100,1678
5,102635,102735,downstream,AT5G01240,49,100,1643
5,102693,102793,gene body,AT5G01250,34,100,1679
5,102735,102835,downstream,AT5G01240,50,100,1644
5,102793,102893,gene body,AT5G01250,33,100,1680
5,102835,102935,downstream,AT5G01240,51,100,1645
5,102893,102993,gene body,AT5G01250,31,100,1681
5,102935,103035,downstream,AT5G01240,52,100,1646
5,102993,103093,gene body,AT5G01250,30,100,1682
5,103035,103135,downstream,AT5G01240,53,100,1647
5,103093,103193,gene body,AT5G01250,28,100,1683
5,103135,103235,downstream,AT5G01240,54,100,1648
5,103193,103293,gene body,AT5G01250,27,100,1684
5,103235,103335,downstream,AT5G01240,55,100,1649
5,103293,103393,gene body,AT5G01250,25,100,1685
5,103325,103425,upstream,AT5G01260,1,100,1709
5,103335,103435,downstream,AT5G01240,56,100,1650
5,103393,103493,gene body,AT5G01250,24,100,1686
5,103425,103525,upstream,AT5G01260,2,100,1710
5,103435,103535,downstream,AT5G01240,57,100,1651
5,103493,103593,gene body,AT5G01250,22,100,1687
5,103525,103625,upstream,AT5G01260,3,100,1711
5,103535,103635,downstream,AT5G01240,58,100,1652
5,103593,103693,gene body,AT5G01250,21,100,1688
5,103625,103725,upstream,AT5G01260,4,100,1712
5,103635,103735,downstream,AT5G01240,59,100,1653
5,103725,103825,upstream,AT5G01260,5,100,1713
5,103735,103835,downstream,AT5G01240,60,100,1654
5,103770,103870,upstream,AT5G01250,20,100,1689
5,103825,103925,upstream,AT5G01260,6,100,1714
5,103870,103970,upstream,AT5G01250,19,100,1690
5,103925,104025,upstream,AT5G01260,7,100,1715
5,103970,104070,upstream,AT5G01250,18,100,1691
5,104025,104125,upstream,AT5G01260,8,100,1716
5,104070,104170,upstream,AT5G01250,17,100,1692
5,104125,104225,upstream,AT5G01260,9,100,1717
5,104170,104270,upstream,AT5G01250,16,100,1693
5,104225,104325,upstream,AT5G01260,10,100,1718
5,104270,104370,upstream,AT5G01250,15,100,1694
5,104325,104425,upstream,AT5G01260,11,100,1719
5,104370,104470,upstream,AT5G01250,14,100,1695
5,104425,104525,upstream,AT5G01260,12,100,1720
5,104470,104570,upstream,AT5G01250,13,100,1696
5,104525,104625,upstream,AT5G01260,13,100,1721
5,104570,104670,upstream,AT5G01250,12,100,1697
5,104625,104725,upstream,AT5G01260,14,100,1722
5,104670,104770,upstream,AT5G01250,11,100,1698
5,104725,104825,upstream,AT5G01260,15,100,1723
5,104770,104870,upstream,AT5G01250,10,100,1699
5,104825,104925,upstream,AT5G01260,16,100,1724
5,104870,104970,upstream,AT5G01250,9,100,1700
5,104925,105025,upstream,AT5G01260,17,100,1725
5,104970,105070,upstream,AT5G01250,8,100,1701
5,105025,105125,upstream,AT5G01260,18,100,1726
5,105070,105170,upstream,AT5G01250,7,100,1702
5,105125,105225,upstream,AT5G01260,19,100,1727
5,105170,105270,upstream,AT5G01250,6,100,1703
5,105225,105325,upstream,AT5G01260,20,100,1728
5,105270,105370,upstream,AT5G01250,5,100,1704
5,105325,105425,gene body,AT5G01260,21,100,1729
5,105370,105470,upstream,AT5G01250,4,100,1705
5,105425,105525,gene body,AT5G01260,22,100,1730
5,105470,105570,upstream,AT5G01250,3,100,1706
5,105525,105625,gene body,AT5G01260,23,100,1731
5,105570,105670,upstream,AT5G01250,2,100,1707
5,105625,105725,gene body,AT5G01260,24,100,1732
5,105646,105746,downstream,AT5G01270,60,100,1769
5,105670,105770,upstream,AT5G01250,1,100,1708
5,105725,105825,gene body,AT5G01260,25,100,1733
5,105746,105846,downstream,AT5G01270,59,100,1770
5,105825,105925,gene body,AT5G01260,26,100,1734
5,105846,105946,downstream,AT5G01270,58,100,1771
5,105925,106025,gene body,AT5G01260,27,100,1735
5,105946,106046,downstream,AT5G01270,57,100,1772
5,106025,106125,gene body,AT5G01260,28,100,1736
5,106046,106146,downstream,AT5G01270,56,100,1773
5,106125,106225,gene body,AT5G01260,29,100,1737
5,106146,106246,downstream,AT5G01270,55,100,1774
5,106225,106325,gene body,AT5G01260,30,100,1738
5,106246,106346,downstream,AT5G01270,54,100,1775
5,106325,106425,gene body,AT5G01260,31,100,1739
5,106346,106446,downstream,AT5G01270,53,100,1776
5,106425,106525,gene body,AT5G01260,32,100,1740
5,106446,106546,downstream,AT5G01270,52,100,1777
5,106525,106625,gene body,AT5G01260,33,100,1741
5,106546,106646,downstream,AT5G01270,51,100,1778
5,106625,106725,gene body,AT5G01260,34,100,1742
5,106646,106746,downstream,AT5G01270,50,100,1779
5,106725,106825,gene body,AT5G01260,35,100,1743
5,106746,106846,downstream,AT5G01270,49,100,1780
5,106825,106925,gene body,AT5G01260,36,100,1744
5,106846,106946,downstream,AT5G01270,48,100,1781
5,106925,107025,gene body,AT5G01260,37,100,1745
5,106946,107046,downstream,AT5G01270,47,100,1782
5,107025,107125,gene body,AT5G01260,38,100,1746
5,107046,107146,downstream,AT5G01270,46,100,1783
5,107125,107225,gene body,AT5G01260,39,100,1747
5,107146,107246,downstream,AT5G01270,45,100,1784
5,107225,107325,gene body,AT5G01260,40,100,1748
5,107246,107346,downstream,AT5G01270,44,100,1785
5,107346,107446,downstream,AT5G01270,43,100,1786
5,107405,107505,downstream,AT5G01260,41,100,1749
5,107446,107546,downstream,AT5G01270,42,100,1787
5,107505,107605,downstream,AT5G01260,42,100,1750
5,107546,107646,downstream,AT5G01270,41,100,1788
5,107605,107705,downstream,AT5G01260,43,100,1751
5,107646,107746,gene body,AT5G01270,40,100,1789
5,107705,107805,downstream,AT5G01260,44,100,1752
5,107746,107846,gene body,AT5G01270,40,100,1790
5,107805,107905,downstream,AT5G01260,45,100,1753
5,107846,107946,gene body,AT5G01270,39,100,1791
5,107905,108005,downstream,AT5G01260,46,100,1754
5,107946,108046,gene body,AT5G01270,39,100,1792
5,108005,108105,downstream,AT5G01260,47,100,1755
5,108046,108146,gene body,AT5G01270,38,100,1793
5,108105,108205,downstream,AT5G01260,48,100,1756
5,108146,108246,gene body,AT5G01270,38,100,1794
5,108205,108305,downstream,AT5G01260,49,100,1757
5,108246,108346,gene body,AT5G01270,37,100,1795
5,108305,108405,downstream,AT5G01260,50,100,1758
5,108346,108446,gene body,AT5G01270,37,100,1796
5,108405,108505,downstream,AT5G01260,51,100,1759
5,108446,108546,gene body,AT5G01270,37,100,1797
5,108505,108605,downstream,AT5G01260,52,100,1760
5,108546,108646,gene body,AT5G01270,36,100,1798
5,108605,108705,downstream,AT5G01260,53,100,1761
5,108646,108746,gene body,AT5G01270,36,100,1799
5,108705,108805,downstream,AT5G01260,54,100,1762
5,108746,108846,gene body,AT5G01270,35,100,1800
5,108805,108905,downstream,AT5G01260,55,100,1763
5,108846,108946,gene body,AT5G01270,35,100,1801
5,108905,109005,downstream,AT5G01260,56,100,1764
5,108946,109046,gene body,AT5G01270,35,100,1802
5,109005,109105,downstream,AT5G01260,57,100,1765
5,109046,109146,gene body,AT5G01270,34,100,1803
5,109105,109205,downstream,AT5G01260,58,100,1766
5,109146,109246,gene body,AT5G01270,34,100,1804
5,109205,109305,downstream,AT5G01260,59,100,1767
5,109246,109346,gene body,AT5G01270,33,100,1805
5,109305,109405,downstream,AT5G01260,60,100,1768
5,109346,109446,gene body,AT5G01270,33,100,1806
5,109446,109546,gene body,AT5G01270,32,100,1807
5,109546,109646,gene body,AT5G01270,32,100,1808
5,109646,109746,gene body,AT5G01270,32,100,1809
5,109746,109846,gene body,AT5G01270,31,100,1810
5,109846,109946,gene body,AT5G01270,31,100,1811
5,109946,110046,gene body,AT5G01270,30,100,1812
5,110046,110146,gene body,AT5G01270,30,100,1813
5,110146,110246,gene body,AT5G01270,29,100,1814
5,110246,110346,gene body,AT5G01270,29,100,1815
5,110346,110446,gene body,AT5G01270,29,100,1816
5,110446,110546,gene body,AT5G01270,28,100,1817
5,110546,110646,gene body,AT5G01270,28,100,1818
5,110646,110746,gene body,AT5G01270,27,100,1819
5,110746,110846,gene body,AT5G01270,27,100,1820
5,110846,110946,gene body,AT5G01270,26,100,1821
5,110946,111046,gene body,AT5G01270,26,100,1822
5,111046,111146,gene body,AT5G01270,26,100,1823
5,111146,111246,gene body,AT5G01270,25,100,1824
5,111246,111346,gene body,AT5G01270,25,100,1825
5,111346,111446,gene body,AT5G01270,24,100,1826
5,111446,111546,gene body,AT5G01270,24,100,1827
5,111546,111646,gene body,AT5G01270,24,100,1828
5,111646,111746,gene body,AT5G01270,23,100,1829
5,111746,111846,gene body,AT5G01270,23,100,1830
5,111846,111946,gene body,AT5G01270,22,100,1831
5,111946,112046,gene body,AT5G01270,22,100,1832
5,112011,112111,downstream,AT5G01280,60,100,1855
5,112046,112146,gene body,AT5G01270,21,100,1833
5,112111,112211,downstream,AT5G01280,59,100,1856
5,112146,112246,gene body,AT5G01270,21,100,1834
5,112211,112311,downstream,AT5G01280,58,100,1857
5,112311,112411,upstream,AT5G01270,20,100,1835
5,112311,112411,downstream,AT5G01280,57,100,1858
5,112411,112511,upstream,AT5G01270,19,100,1836
5,112411,112511,downstream,AT5G01280,56,100,1859
5,112511,112611,upstream,AT5G01270,18,100,1837
5,112511,112611,downstream,AT5G01280,55,100,1860
5,112611,112711,upstream,AT5G01270,17,100,1838
5,112611,112711,downstream,AT5G01280,54,100,1861
5,112711,112811,upstream,AT5G01270,16,100,1839
5,112711,112811,downstream,AT5G01280,53,100,1862
5,112811,112911,upstream,AT5G01270,15,100,1840
5,112811,112911,downstream,AT5G01280,52,100,1863
5,112911,113011,upstream,AT5G01270,14,100,1841
5,112911,113011,downstream,AT5G01280,51,100,1864
5,113011,113111,upstream,AT5G01270,13,100,1842
5,113011,113111,downstream,AT5G01280,50,100,1865
5,113111,113211,upstream,AT5G01270,12,100,1843
5,113111,113211,downstream,AT5G01280,49,100,1866
5,113211,113311,upstream,AT5G01270,11,100,1844
5,113211,113311,downstream,AT5G01280,48,100,1867
5,113311,113411,upstream,AT5G01270,10,100,1845
5,113311,113411,downstream,AT5G01280,47,100,1868
5,113411,113511,upstream,AT5G01270,9,100,1846
5,113411,113511,downstream,AT5G01280,46,100,1869
5,113511,113611,upstream,AT5G01270,8,100,1847
5,113511,113611,downstream,AT5G01280,45,100,1870
5,113611,113711,upstream,AT5G01270,7,100,1848
5,113611,113711,downstream,AT5G01280,44,100,1871
5,113711,113811,upstream,AT5G01270,6,100,1849
5,113711,113811,downstream,AT5G01280,43,100,1872
5,113811,113911,upstream,AT5G01270,5,100,1850
5,113811,113911,downstream,AT5G01280,42,100,1873
5,113911,114011,upstream,AT5G01270,4,100,1851
5,113911,114011,downstream,AT5G01280,41,100,1874
5,114011,114111,upstream,AT5G01270,3,100,1852
5,114011,114111,gene body,AT5G01280,40,100,1875
5,114111,114211,upstream,AT5G01270,2,100,1853
5,114111,114211,gene body,AT5G01280,39,100,1876
5,114211,114311,upstream,AT5G01270,1,100,1854
5,114211,114311,gene body,AT5G01280,38,100,1877
5,114311,114411,gene body,AT5G01280,37,100,1878
5,114411,114511,gene body,AT5G01280,36,100,1879
5,114511,114611,gene body,AT5G01280,35,100,1880
5,114611,114711,gene body,AT5G01280,35,100,1881
5,114711,114811,gene body,AT5G01280,34,100,1882
5,114811,114911,gene body,AT5G01280,33,100,1883
5,114911,115011,gene body,AT5G01280,32,100,1884
5,115011,115111,gene body,AT5G01280,31,100,1885
5,115111,115211,gene body,AT5G01280,30,100,1886
5,115211,115311,gene body,AT5G01280,29,100,1887
5,115307,115407,upstream,AT5G01290,1,100,1917
5,115311,115411,gene body,AT5G01280,28,100,1888
5,115407,115507,upstream,AT5G01290,2,100,1918
5,115411,115511,gene body,AT5G01280,27,100,1889
5,115507,115607,upstream,AT5G01290,3,100,1919
5,115511,115611,gene body,AT5G01280,26,100,1890
5,115607,115707,upstream,AT5G01290,4,100,1920
5,115611,115711,gene body,AT5G01280,26,100,1891
5,115707,115807,upstream,AT5G01290,5,100,1921
5,115711,115811,gene body,AT5G01280,25,100,1892
5,115807,115907,upstream,AT5G01290,6,100,1922
5,115811,115911,gene body,AT5G01280,24,100,1893
5,115907,116007,upstream,AT5G01290,7,100,1923
5,115911,116011,gene body,AT5G01280,23,100,1894
5,116007,116107,upstream,AT5G01290,8,100,1924
5,116011,116111,gene body,AT5G01280,22,100,1895
5,116107,116207,upstream,AT5G01290,9,100,1925
5,116111,116211,gene body,AT5G01280,21,100,1896
5,116207,116307,upstream,AT5G01290,10,100,1926
5,116237,116337,upstream,AT5G01280,20,100,1897
5,116307,116407,upstream,AT5G01290,11,100,1927
5,116337,116437,upstream,AT5G01280,19,100,1898
5,116407,116507,upstream,AT5G01290,12,100,1928
5,116437,116537,upstream,AT5G01280,18,100,1899
5,116507,116607,upstream,AT5G01290,13,100,1929
5,116537,116637,upstream,AT5G01280,17,100,1900
5,116607,116707,upstream,AT5G01290,14,100,1930
5,116637,116737,upstream,AT5G01280,16,100,1901
5,116707,116807,upstream,AT5G01290,15,100,1931
5,116737,116837,upstream,AT5G01280,15,100,1902
5,116807,116907,upstream,AT5G01290,16,100,1932
5,116837,116937,upstream,AT5G01280,14,100,1903
5,116907,117007,upstream,AT5G01290,17,100,1933
5,116937,117037,upstream,AT5G01280,13,100,1904
5,117007,117107,upstream,AT5G01290,18,100,1934
5,117037,117137,upstream,AT5G01280,12,100,1905
5,117107,117207,upstream,AT5G01290,19,100,1935
5,117137,117237,upstream,AT5G01280,11,100,1906
5,117207,117307,upstream,AT5G01290,20,100,1936
5,117237,117337,upstream,AT5G01280,10,100,1907
5,117307,117407,gene body,AT5G01290,21,100,1937
5,117337,117437,upstream,AT5G01280,9,100,1908
5,117407,117507,gene body,AT5G01290,21,100,1938
5,117437,117537,upstream,AT5G01280,8,100,1909
5,117507,117607,gene body,AT5G01290,22,100,1939
5,117537,117637,upstream,AT5G01280,7,100,1910
5,117607,117707,gene body,AT5G01290,22,100,1940
5,117637,117737,upstream,AT5G01280,6,100,1911
5,117707,117807,gene body,AT5G01290,23,100,1941
5,117737,117837,upstream,AT5G01280,5,100,1912
5,117807,117907,gene body,AT5G01290,23,100,1942
5,117837,117937,upstream,AT5G01280,4,100,1913
5,117907,118007,gene body,AT5G01290,24,100,1943
5,117937,118037,upstream,AT5G01280,3,100,1914
5,118007,118107,gene body,AT5G01290,24,100,1944
5,118037,118137,upstream,AT5G01280,2,100,1915
5,118107,118207,gene body,AT5G01290,25,100,1945
5,118137,118237,upstream,AT5G01280,1,100,1916
5,118207,118307,gene body,AT5G01290,25,100,1946
5,118307,118407,gene body,AT5G01290,26,100,1947
5,118407,118507,gene body,AT5G01290,26,100,1948
5,118507,118607,gene body,AT5G01290,27,100,1949
5,118607,118707,gene body,AT5G01290,27,100,1950
5,118707,118807,gene body,AT5G01290,27,100,1951
5,118807,118907,gene body,AT5G01290,28,100,1952
5,118907,119007,gene body,AT5G01290,28,100,1953
5,119007,119107,gene body,AT5G01290,29,100,1954
5,119107,119207,gene body,AT5G01290,29,100,1955
5,119207,119307,gene body,AT5G01290,30,100,1956
5,119307,119407,gene body,AT5G01290,30,100,1957
5,119407,119507,gene body,AT5G01290,31,100,1958
5,119483,119583,downstream,AT5G01300,60,100,1999
5,119507,119607,gene body,AT5G01290,31,100,1959
5,119583,119683,downstream,AT5G01300,59,100,2000
5,119607,119707,gene body,AT5G01290,32,100,1960
5,119683,119783,downstream,AT5G01300,58,100,2001
5,119707,119807,gene body,AT5G01290,32,100,1961
5,119783,119883,downstream,AT5G01300,57,100,2002
5,119807,119907,gene body,AT5G01290,33,100,1962
5,119883,119983,downstream,AT5G01300,56,100,2003
5,119907,120007,gene body,AT5G01290,33,100,1963
5,119983,120083,downstream,AT5G01300,55,100,2004
5,120007,120107,gene body,AT5G01290,34,100,1964
5,120083,120183,downstream,AT5G01300,54,100,2005
5,120107,120207,gene body,AT5G01290,34,100,1965
5,120183,120283,downstream,AT5G01300,53,100,2006
5,120207,120307,gene body,AT5G01290,34,100,1966
5,120283,120383,downstream,AT5G01300,52,100,2007
5,120307,120407,gene body,AT5G01290,35,100,1967
5,120383,120483,downstream,AT5G01300,51,100,2008
5,120407,120507,gene body,AT5G01290,35,100,1968
5,120483,120583,downstream,AT5G01300,50,100,2009
5,120507,120607,gene body,AT5G01290,36,100,1969
5,120583,120683,downstream,AT5G01300,49,100,2010
5,120607,120707,gene body,AT5G01290,36,100,1970
5,120683,120783,downstream,AT5G01300,48,100,2011
5,120707,120807,gene body,AT5G01290,37,100,1971
5,120783,120883,downstream,AT5G01300,47,100,2012
5,120807,120907,gene body,AT5G01290,37,100,1972
5,120883,120983,downstream,AT5G01300,46,100,2013
5,120907,121007,gene body,AT5G01290,38,100,1973
5,120983,121083,downstream,AT5G01300,45,100,2014
5,121007,121107,gene body,AT5G01290,38,100,1974
5,121083,121183,downstream,AT5G01300,44,100,2015
5,121107,121207,gene body,AT5G01290,39,100,1975
5,121183,121283,downstream,AT5G01300,43,100,2016
5,121207,121307,gene body,AT5G01290,39,100,1976
5,121283,121383,downstream,AT5G01300,42,100,2017
5,121307,121407,gene body,AT5G01290,40,100,1977
5,121383,121483,downstream,AT5G01300,41,100,2018
5,121407,121507,gene body,AT5G01290,40,100,1978
5,121483,121583,gene body,AT5G01300,40,100,2019
5,121569,121669,downstream,AT5G01290,41,100,1979
5,121583,121683,gene body,AT5G01300,38,100,2020
5,121669,121769,downstream,AT5G01290,42,100,1980
5,121683,121783,gene body,AT5G01300,36,100,2021
5,121769,121869,downstream,AT5G01290,43,100,1981
5,121783,121883,gene body,AT5G01300,34,100,2022
5,121869,121969,downstream,AT5G01290,44,100,1982
5,121883,121983,gene body,AT5G01300,32,100,2023
5,121969,122069,downstream,AT5G01290,45,100,1983
5,121983,122083,gene body,AT5G01300,29,100,2024
5,122069,122169,downstream,AT5G01290,46,100,1984
5,122083,122183,gene body,AT5G01300,27,100,2025
5,122169,122269,downstream,AT5G01290,47,100,1985
5,122183,122283,gene body,AT5G01300,25,100,2026
5,122269,122369,downstream,AT5G01290,48,100,1986
5,122283,122383,gene body,AT5G01300,23,100,2027
5,122369,122469,downstream,AT5G01290,49,100,1987
5,122383,122483,gene body,AT5G01300,21,100,2028
5,122469,122569,downstream,AT5G01290,50,100,1988
5,122525,122625,upstream,AT5G01300,20,100,2029
5,122569,122669,downstream,AT5G01290,51,100,1989
5,122625,122725,upstream,AT5G01300,19,100,2030
5,122669,122769,downstream,AT5G01290,52,100,1990
5,122725,122825,upstream,AT5G01300,18,100,2031
5,122769,122869,downstream,AT5G01290,53,100,1991
5,122825,122925,upstream,AT5G01300,17,100,2032
5,122869,122969,downstream,AT5G01290,54,100,1992
5,122925,123025,upstream,AT5G01300,16,100,2033
5,122969,123069,downstream,AT5G01290,55,100,1993
5,123025,123125,upstream,AT5G01300,15,100,2034
5,123069,123169,downstream,AT5G01290,56,100,1994
5,123125,123225,upstream,AT5G01300,14,100,2035
5,123169,123269,downstream,AT5G01290,57,100,1995
5,123225,123325,upstream,AT5G01300,13,100,2036
5,123269,123369,downstream,AT5G01290,58,100,1996
5,123304,123404,upstream,AT5G01310,1,100,2049
5,123325,123425,upstream,AT5G01300,12,100,2037
5,123369,123469,downstream,AT5G01290,59,100,1997
5,123404,123504,upstream,AT5G01310,2,100,2050
5,123425,123525,upstream,AT5G01300,11,100,2038
5,123469,123569,downstream,AT5G01290,60,100,1998
5,123504,123604,upstream,AT5G01310,3,100,2051
5,123525,123625,upstream,AT5G01300,10,100,2039
5,123604,123704,upstream,AT5G01310,4,100,2052
5,123625,123725,upstream,AT5G01300,9,100,2040
5,123704,123804,upstream,AT5G01310,5,100,2053
5,123725,123825,upstream,AT5G01300,8,100,2041
5,123804,123904,upstream,AT5G01310,6,100,2054
5,123825,123925,upstream,AT5G01300,7,100,2042
5,123904,124004,upstream,AT5G01310,7,100,2055
5,123925,124025,upstream,AT5G01300,6,100,2043
5,124004,124104,upstream,AT5G01310,8,100,2056
